head_entity,tail_entity,probability
10407,26490,0.9824219
10408,12693,0.859375
10409,16632,0.859375
10217,16780,0.4375
10410,10904,0.4375
10006,18017,0.96484375
10411,13174,0.4375
10412,10257,0.4375
10413,10006,0.859375
10157,22964,1.0
10218,15609,1.0
10414,23855,0.859375
10415,10072,0.9999914
10416,13911,0.4375
10417,10056,1.0
10418,11959,0.99780273
10419,26957,0.96484375
10420,10157,1.0
10421,10425,0.859375
10422,10841,1.0
10423,10377,0.99993134
10059,10411,1.0
10424,10641,0.4375
10425,17505,0.71875
10426,10599,0.4375
10427,11461,0.859375
10428,14396,0.4375
10429,22673,0.4375
10430,12353,0.859375
10431,12044,0.859375
10432,16085,1.0
10433,11042,1.0
10434,20232,1.0
10435,10101,0.9948397
10436,10838,0.4375
10437,10008,0.4375
10204,32189,0.71875
10107,13325,0.99560547
10438,11045,1.0
10439,23130,0.4375
10122,25968,0.9997253
10440,14068,1.0
10441,26910,1.0
10286,25426,0.4375
10442,11799,0.4375
10443,10279,0.4375
10444,12900,1.0
10087,10285,0.99560547
10445,20725,0.4375
10446,10122,1.0
10447,12304,0.99999946
10448,28674,0.4375
10449,12953,0.71875
10450,10049,1.0
10203,19056,0.4375
10451,14160,0.4375
10073,23715,0.9998627
10452,11363,0.9999999
10453,17829,0.9296875
10454,11210,0.96484375
10129,10006,0.859375
10455,11410,0.859375
10049,28797,0.99999994
10456,10323,0.4375
10457,21588,0.4375
10458,17701,1.0
10349,13820,0.71875
10459,26271,0.859375
10460,11197,0.99121094
10461,14836,1.0
10462,30945,0.99999535
10463,10598,0.40484712
10411,30326,0.4375
10464,10092,1.0
10465,13117,0.9296875
10466,10250,0.9296875
10467,10309,0.96484375
10468,15585,0.859375
10469,10682,0.99999994
10470,11337,0.859375
10471,10863,0.964846
10472,10204,0.859375
10473,10852,0.9999995
10441,15616,0.99606544
10474,10073,0.71875
10382,23794,0.4375
10475,10122,0.96484375
10061,22580,1.0
10184,27174,0.4375
10476,10548,0.4375
10477,22079,0.4375
10058,25048,1.0
10478,20629,0.859375
10479,12939,0.859375
10480,10156,0.859375
10000,10526,1.0
10096,12879,0.859375
10481,10049,0.999999
10036,17855,0.96484375
10482,12013,1.0
10483,10504,1.0
10484,10599,0.4375
10061,22691,0.71875
10485,14741,0.9999999
10248,11363,1.0
10122,31360,0.4375
10486,10400,0.96484375
10487,27936,0.4375
10107,10399,0.9978688
10488,10281,0.9296875
10192,13953,0.96484375
10489,16154,0.859375
10141,11328,0.992899
10490,13437,0.45390016
10491,10059,0.859375
10492,11165,0.4375
10493,18930,0.99731517
10494,10137,0.96484375
10495,25616,0.99998283
10323,12789,0.9825757
10496,12675,0.4375
10497,12762,0.859375
10498,21062,0.4375
10499,25012,0.4375
10500,10172,0.859375
10501,13736,0.859375
10396,10432,1.0
10502,10479,1.0
10503,10529,1.0
10030,12131,1.0
10504,14058,0.4375
10072,19204,0.71875
10505,11454,0.859375
10506,20508,0.4375
10127,13672,0.4375
10507,12431,0.67855453
10122,31792,0.859375
10508,10079,0.9991073
10509,10058,0.88975
10510,19178,0.9296875
10006,27136,0.71875
10511,11060,1.0
10061,21304,0.982125
10512,10497,1.0
10513,12936,0.96484375
10514,10006,0.99996567
10515,14445,0.859375
10157,12493,0.96484375
10516,10461,0.67902863
10517,18354,0.99121094
10518,20890,1.0
10519,14356,0.4375
10520,29310,0.99121094
10521,17908,0.71875
10522,10309,0.4375
10461,13511,0.4375
10072,11252,1.0
10523,10006,0.4375
10524,16259,0.859375
10525,10485,0.859375
10526,20796,1.0
10527,10040,0.9994507
10528,15213,1.0
10529,25601,0.4375
10530,10257,0.99121094
10157,13698,1.0
10531,10049,0.99999946
10532,11337,0.4375
10533,10257,0.859375
10157,28273,1.0
10534,10079,0.99846756
10535,11862,0.9999914
10536,13510,1.0
10537,10256,0.859375
10538,22647,1.0
10539,10535,0.9824219
10540,10169,0.4375
10438,10006,0.9824219
10541,10061,0.71875
10542,13858,1.0
10404,13879,0.9999914
10543,10422,0.859375
10544,10049,0.9296875
10545,13674,0.4375
10546,10430,0.859375
10547,10504,0.4375
10548,12871,0.71875
10549,21542,1.0
10550,11417,0.4375
10447,10006,0.9999986
10551,11166,0.35446987
10552,10006,0.99121094
10201,11883,0.859375
10553,10122,1.0
10554,13625,1.0
10555,11739,1.0
10556,30622,1.0
10386,12868,0.4375
10557,10122,0.99889934
10558,10748,0.4375
10137,32177,1.0
10559,10107,1.0
10058,15992,0.99997294
10560,11118,0.99996567
10561,11639,0.9999994
10040,30222,0.71875
10562,11042,1.0
10563,10204,0.96484375
10564,13177,0.4375
10458,10257,0.859375
10565,20660,1.0
10566,10005,0.71875
10567,25165,1.0
10512,11570,0.71875
10568,28923,0.9824219
10569,20444,1.0
10570,23710,1.0
10571,10049,0.9818993
10572,14184,0.4375
10573,27011,0.859375
10574,21643,0.4375
10575,14340,0.4375
10576,12630,0.9824219
10577,27805,1.0
10578,10297,0.4375
10579,20041,0.859375
10580,10058,1.0
10581,10258,0.859375
10582,17888,1.0
10228,15547,0.4375
10583,10006,0.859375
10584,10049,0.71875
10585,12941,0.859375
10586,19176,0.4375
10453,13792,0.71875
10386,22973,0.4375
10587,25708,1.0
10588,10006,0.9992219
10589,10006,0.99121094
10590,10049,1.0
10063,13609,1.0
10591,16215,1.0
10592,14117,0.9296875
10593,10250,0.9985821
10061,24755,0.71875
10594,14371,0.9824219
10595,25157,1.0
10015,10041,1.0
10005,13656,0.99121094
10079,10718,0.4375
10596,10789,1.0
10597,10107,1.0
10598,15257,0.4375
10599,10257,1.0
10600,14096,0.859375
10601,10535,0.71875
10602,10338,0.859375
10603,10422,0.4375
10604,18102,0.4375
10485,23643,0.4375
10605,10092,0.859375
10606,11355,0.4375
10607,10377,0.99780273
10137,12958,1.0
10608,10571,1.0
10609,10323,0.99121094
10610,10030,0.859375
10611,12348,1.0
10612,10006,0.859375
10613,16162,0.4375
10614,16589,0.4375
10271,23139,0.96484375
10432,23876,0.4375
10615,10006,1.0
10616,19446,0.99999994
10617,10246,1.0
10119,11706,0.8023259
10618,10118,0.9296875
10619,10957,0.7686116
10620,17121,0.4375
10621,10520,0.859375
10622,12953,0.99998176
10623,13329,0.4375
10624,16769,0.4375
10513,10192,0.99560547
10006,28329,0.9824219
10625,10061,0.4375
10626,10256,0.9296875
10370,23817,1.0
10239,11255,1.0
10627,10006,0.96484375
10628,10370,1.0
10203,11534,1.0
10629,11644,0.4375
10630,18935,0.4375
10631,13097,0.859375
10425,11071,0.859375
10632,10419,0.4375
10633,11281,0.4375
10250,15957,0.9296875
10273,10107,1.0
10259,11324,0.9943358
10634,10647,1.0
10635,13240,0.4375
10636,24798,0.4375
10637,12545,0.8526099
10638,10006,0.859375
10397,12124,0.9999992
10639,22238,0.4375
10134,12053,0.4375
10640,16334,1.0
10641,11705,0.859375
10642,10288,0.9994507
10643,10040,1.0
10370,21396,0.4375
10644,10208,0.4375
10645,12440,1.0
10646,21268,0.96484375
10647,28752,1.0
10648,10012,0.71875
10141,19541,0.859375
10649,10072,1.0
10650,15776,0.999996
10651,26993,1.0
10652,10258,0.859375
10204,19867,0.21308571
10005,14261,0.9999942
10122,33681,0.4375
10653,10006,0.99780273
10654,21460,0.9991934
10655,26079,0.9296875
10656,14492,0.8026459
10657,10485,0.995836
10526,12680,1.0
10658,11363,1.0
10243,12346,0.71875
10659,10022,0.859375
10660,14590,0.859375
10661,10058,0.71875
10662,10049,1.0
10663,15084,0.99840075
10664,10548,0.96484375
10006,14824,0.4375
10036,14308,0.9824219
10665,16224,0.9999927
10666,19578,0.4375
10667,10041,0.4375
10668,10005,0.99780273
10669,13957,0.9798401
10016,11034,0.84074515
10049,18182,0.859375
10670,18381,0.99999994
10107,12625,0.4375
10671,10256,0.9824219
10461,20729,0.859375
10393,19590,1.0
10118,21632,0.9922807
10672,23004,0.859375
10673,10466,0.71875
10005,16451,0.96484375
10107,19287,0.4375
10674,26922,0.96484375
10675,10256,0.859375
10323,22114,0.96484375
10490,13013,0.99972534
10370,12380,1.0
10676,10006,0.4375
10677,14197,0.71875
10678,10666,0.4375
10658,13506,0.9296875
10679,10229,0.4375
10680,10716,1.0
10681,11948,0.4375
10682,10560,1.0
10073,22748,0.9998627
10608,10600,0.9996828
10683,28954,0.9999997
10574,12044,0.859375
10684,12618,0.9999914
10203,14116,1.0
10203,18238,1.0
10685,26625,0.99999994
10686,10006,0.4375
10687,10377,1.0
10688,10061,0.9998511
10689,10280,1.0
10690,12085,0.96484375
10691,15072,1.0
10692,17779,0.859375
10693,29918,0.859375
10694,19439,1.0
10695,20383,0.4375
10228,16388,0.71875
10160,12737,1.0
10696,11959,0.71875
10697,10073,0.96484375
10698,10228,0.99780273
10699,10036,0.9999989
10700,14342,0.9824219
10608,11959,0.4375
10701,28141,1.0
10702,10411,0.4375
10703,15462,0.859375
10704,10006,0.859375
10705,10122,1.0
10706,29665,0.71875
10707,10957,0.4375
10708,10475,0.9824219
10709,10243,0.9824219
10710,10073,1.0
10711,10153,0.9994507
10712,10381,0.96484375
10713,14953,0.45230484
10061,18260,0.99121094
10714,20228,1.0
10526,20517,0.4375
10715,12593,1.0
10716,17440,1.0
10015,27140,0.4375
10717,14519,0.99972534
10718,10036,0.9994507
10159,14333,0.4375
10020,34473,0.4375
10578,10182,0.859375
10719,11738,1.0
10535,13957,0.4375
10043,13512,0.859375
10046,12140,0.4375
10058,27200,0.99121094
10720,12875,0.99121094
10666,25084,0.859375
10409,27234,0.4375
10721,10040,0.4375
10722,10349,0.71875
10723,27231,0.71875
10724,18432,0.4375
10049,19193,0.71875
10182,12688,0.9296875
10725,10430,0.859375
10479,15523,0.4375
10079,10192,0.859375
10432,10384,0.4375
10726,11486,1.0
10049,14401,0.99991226
10727,10122,0.9824219
10728,10049,1.0
10729,10061,1.0
10730,10049,0.859375
10006,11128,0.9998627
10386,24557,0.4375
10122,19793,0.859375
10731,33016,0.9999606
10732,10526,0.859375
10732,12179,0.859375
10733,10049,1.0
10298,25284,0.4375
10734,10006,0.99998283
10118,10079,1.0
10735,10811,0.4375
10736,10096,0.4375
10535,21663,1.0
10737,10122,0.4375
10738,21833,1.0
10739,27928,0.4375
10740,10006,0.96484375
10741,10005,1.0
10742,10061,0.96484375
10743,11042,1.0
10744,10837,1.0
10039,31165,0.859375
10006,15560,0.99121094
10745,10020,0.4375
10746,10226,0.9999966
10747,13110,1.0
10204,19170,0.859375
10568,13664,0.99890137
10250,27042,0.859375
10748,22972,0.4375
10749,10092,0.859375
10256,19861,0.859375
10750,14697,1.0
10484,10229,0.71875
10751,10338,0.859375
10752,30476,0.71875
10574,18396,0.4375
10753,12975,0.4375
10754,12700,1.0
10755,10049,0.4375
10006,25206,0.99996567
10756,10006,0.4375
10757,10535,0.99999994
10229,26681,0.4375
10006,13230,0.859375
10203,17891,1.0
10758,31042,0.4375
10759,12953,0.71875
10760,10660,0.71875
10761,31248,0.4375
10711,11653,0.99999785
10762,10073,0.9296875
10763,11321,0.99121094
10764,23147,0.4375
10513,12304,0.27012902
10765,10535,0.9296875
10766,10172,0.4375
10767,10959,1.0
10768,10271,0.4375
10769,10535,0.4375
10770,29475,0.9999999
10771,28708,0.4375
10148,26736,0.4375
10772,15880,0.96484375
10773,22279,0.4375
10271,30188,0.859375
10774,10226,1.0
10086,31728,1.0
10775,10461,0.9296875
10776,12061,0.4375
10777,10811,0.859375
10778,26599,0.999993
10297,10049,0.4375
10779,10280,1.0
10467,12053,1.0
10780,25595,0.4375
10781,12089,0.4375
10782,10096,1.0
10783,30008,1.0
10432,11717,1.0
10784,25386,1.0
10785,11348,1.0
10123,14654,0.99999994
10786,13385,0.99994093
10430,10550,0.71875
10787,10033,0.4375
10788,10660,0.9994507
10789,10596,0.859375
10790,10005,0.9952025
10791,18971,0.9999937
10036,15423,0.859375
10792,31675,0.9999927
10793,12124,0.4375
10148,10154,0.4375
10710,10171,0.859375
10794,10192,0.9296875
10795,28909,0.4375
10796,10122,1.0
10797,12224,0.9296875
10430,15410,0.859375
10535,14259,1.0
10798,10642,0.4375
10799,10045,0.71875
10061,22937,1.0
10800,10565,1.0
10006,12633,1.0
10049,13662,1.0
10801,21171,0.9932203
10448,13348,0.9999948
10802,10535,0.9999999
10036,11644,0.71875
10803,10451,0.4375
10804,12193,0.4375
10805,33877,0.4375
10006,10959,0.4375
10535,10450,0.9999997
10396,10040,1.0
10806,10593,0.9886924
10807,15305,0.71875
10203,12060,0.4375
10808,10281,0.96484375
10593,16305,1.0
10132,26218,1.0
10809,10119,1.0
10810,10169,0.4375
10811,27673,0.9826404
10812,22036,1.0
10576,10122,1.0
10813,22200,0.99780273
10814,12845,1.0
10122,32070,0.4375
10815,10139,1.0
10650,10049,0.982423
10096,11511,0.9992508
10816,10006,0.71875
10006,14956,0.9824219
10817,26583,0.99923503
10818,10683,0.9882182
10537,11414,0.859375
10087,26414,0.4375
10819,11316,1.0
10820,12118,0.71875
10821,10049,1.0
10822,10001,0.4375
10005,11692,1.0
10823,10006,0.4375
10824,10256,0.859375
10057,16389,0.71875
10825,10651,0.9999997
10751,15356,0.9999581
10377,15325,0.859375
10826,15587,1.0
10827,10006,0.4375
10203,16686,1.0
10828,10899,0.859375
10829,11324,1.0
10141,26402,1.0
10830,10033,0.859375
10754,31967,0.4375
10831,12231,0.4375
10123,15205,0.964846
10832,10217,0.4375
10535,30329,0.9296875
10448,14034,0.4375
10833,10448,0.4375
10033,20242,0.4375
10834,16361,0.97941154
10835,12844,0.4375
10349,28867,0.929692
10040,25424,1.0
10836,11021,0.99121094
10837,10006,0.859375
10681,30697,0.859375
10838,16030,0.859375
10256,26903,0.859375
10839,10156,0.99436444
10370,25092,0.4375
10840,17815,0.4375
10841,10535,0.99999994
10218,33897,0.4375
10524,26451,0.99560547
10716,14515,1.0
10246,34329,0.96484375
10842,11847,0.4375
10843,26087,1.0
10844,25939,1.0
10845,30433,0.4375
10846,12097,0.4375
10370,12183,0.71875
10602,10285,0.859375
10847,16349,1.0
10848,29288,0.99999154
10714,12230,0.859375
10036,12211,0.99998283
10849,10096,1.0
10339,14833,1.0
10850,10182,0.9296875
10851,10172,1.0
10852,10473,0.9999995
10373,10811,0.99999994
10853,10978,1.0
10854,30987,0.99998283
10855,10397,0.99998164
10856,10184,1.0
10141,27889,0.95976394
10857,11038,0.71875
10858,34057,0.4375
10859,11791,0.71875
10040,13918,0.9824219
10860,10208,0.4375
10006,14799,1.0
10861,10006,1.0
10469,25571,0.4375
10862,12927,1.0
10863,12731,0.9999998
10864,12398,0.9296875
10865,11971,0.9824219
10866,20825,0.71875
10867,22207,0.4375
10453,10216,0.71875
10036,12747,0.99121094
10868,18067,0.4375
10425,22331,0.71875
10049,27437,1.0
10072,19204,0.99985987
10714,17077,0.9998627
10869,10448,0.96484375
10870,10683,0.71875
10871,16027,0.859375
10872,10107,0.99906826
10873,10006,0.4375
10874,21337,0.4375
10038,13037,0.99946386
10875,10060,1.0
10876,10520,0.4375
10192,13897,0.859375
10382,21306,0.859375
10285,30387,0.71875
10877,22400,0.4375
10878,12820,1.0
10879,24192,0.99121094
10880,11937,1.0
10881,10845,0.4375
10882,26651,0.859375
10006,16048,0.9990058
10883,10127,0.9999057
10884,14370,0.4375
10885,18609,0.964846
10886,10349,0.4375
10887,10049,0.99999994
10217,10447,0.4375
10073,15538,0.9999914
10888,11045,0.859375
10889,10122,1.0
10890,10430,0.9296875
10891,10006,0.859375
10061,24541,1.0
10892,10708,0.99560547
10535,26252,0.96484375
10641,16497,0.4375
10893,11995,1.0
10894,10708,0.99560547
10895,14103,1.0
10896,26837,0.99993134
10897,16525,0.4375
10898,22023,0.4375
10520,11017,1.0
10432,15204,1.0
10899,11017,1.0
10900,11089,0.71875
10901,10469,0.4375
10902,10006,0.9824219
10798,33184,0.71875
10544,10535,0.9927787
10005,10911,0.4375
10903,11002,0.4375
10157,23822,1.0
10904,15507,0.9994507
10905,11885,1.0
10906,10006,0.71875
10907,10006,0.96484375
10908,15976,0.99877036
10560,26287,0.9905769
10258,10921,1.0
10503,10073,1.0
10006,16356,0.99560547
10909,27811,0.859375
10910,18031,0.4375
10096,16577,1.0
10122,14423,0.4375
10911,10285,0.859375
10912,10399,0.859375
10913,10012,1.0
10096,15578,1.0
10914,10520,1.0
10915,10409,1.0
10916,10122,0.9296875
10917,13517,0.4375
10918,10246,0.4375
10919,12142,0.96484375
10920,10658,0.9999935
10921,18267,0.9999994
10922,18254,0.4375
10923,10061,1.0
10924,10323,1.0
10925,11153,1.0
10716,13596,1.0
10926,10141,0.859375
10927,27032,0.4375
10928,11421,0.4375
10929,11804,1.0
10397,12611,1.0
10930,12504,1.0
10931,12965,0.4375
10932,10535,1.0
10933,27468,0.99999994
10934,10974,0.96484375
10935,10256,0.96484375
10936,13279,0.71875
10937,10714,1.0
10938,15867,0.99993134
10148,10696,0.4375
10204,16031,0.9999914
10939,10271,0.99972534
10940,16348,0.4375
10941,10564,0.45108724
10942,10535,1.0
10943,10285,0.4375
10598,21325,0.96463597
10944,10059,0.4375
10945,29362,0.859375
10946,10556,1.0
10947,10851,1.0
10948,13436,1.0
10079,10006,1.0
10949,11507,0.859375
10950,10748,0.4375
10951,10079,0.4375
10952,14619,0.4375
10030,10585,0.96484375
10046,18979,0.859375
10338,10602,0.859375
10953,26296,1.0
