head_entity,tail_entity,probability
14203,13920,0.306
14211,14005,0.187
12233,12004,0.181
14165,13937,0.342
12176,12324,0.39
14087,14115,0.915
12119,12321,0.282
12304,12143,0.329
12180,12181,0.457
12626,12344,0.579
10231,10526,0.898
12151,12307,0.282
13942,13941,0.473
12420,12415,0.8
13992,13836,0.404
12217,12199,0.235
13947,14171,0.343
12199,12162,0.165
14069,14067,0.921
13936,14172,0.323
13689,14069,0.921
10661,10668,0.302
10117,10128,0.237
14097,14092,0.546
14928,14930,0.558
10155,10291,0.351
12210,12286,0.282
12233,12305,0.37
13952,14167,0.47
14211,13833,0.612
12163,12291,0.39
12172,12290,0.575
13896,13944,0.396
12151,12303,0.282
14097,14658,0.532
14261,14242,0.216
13882,13884,0.47
12271,12205,0.37
13902,14165,0.169
13981,13993,0.368
13902,13999,0.183
10402,10275,0.21
13944,14215,0.323
14349,14526,0.303
13943,14155,0.169
13934,14011,0.155
12195,12297,0.156
14201,14004,0.468
10437,10936,0.473
12156,12458,0.382
13998,13899,0.329
12434,12943,0.564
13898,14193,0.311
14217,13961,0.377
10339,10342,0.815
13929,13960,0.47
10291,10139,0.181
12278,12224,0.217
13957,14155,0.329
12317,12215,0.37
14206,13996,0.169
12284,12189,0.191
10175,11470,0.353
14201,13948,0.266
14163,13996,0.169
10087,11255,0.203
13743,14819,0.351
13141,12239,0.589
13942,14195,0.323
13902,13894,0.169
12051,11997,0.531
10161,10737,0.489
12304,12128,0.282
12143,12322,0.406
12493,12080,0.214
13773,14553,0.161
13937,14215,0.342
13970,13921,0.169
14603,14271,0.495
12013,12256,0.581
10744,11117,0.404
14166,13898,0.284
10689,10912,0.156
14169,13845,0.388
10390,10928,0.472
10269,10158,0.24
12747,12769,0.8
10314,10148,0.323
12991,12877,0.19
13935,14210,0.323
13912,13978,0.284
14020,14018,0.342
10001,10210,0.215
12672,13357,0.576
14752,14833,0.171
13953,14166,0.284
10807,10661,0.317
10739,10748,0.404
13894,13986,0.188
12196,12125,0.365
10809,10022,0.225
12620,12623,0.567
10339,10665,0.218
14316,14331,0.634
14205,13839,0.617
12217,12157,0.167
12217,12322,0.217
12736,12737,0.561
13927,13959,0.175
10745,10270,0.165
12761,12782,0.57
12199,12230,0.889
12275,12216,0.37
10791,11186,0.593
10642,10807,0.319
14112,14106,0.589
12251,12258,0.923
14211,13986,0.323
14041,14049,0.921
13843,13991,0.951
14022,13939,0.493
11112,11115,0.325
10137,10312,0.275
10162,11469,0.353
10144,10128,0.336
10267,10151,0.24
12216,12292,0.37
13939,14207,0.311
13662,13665,0.177
11612,10242,0.177
10280,10959,0.165
12294,12185,0.199
14194,13951,0.329
13905,14215,0.169
14157,13912,0.323
13792,14830,0.333
14011,13978,0.538
12299,12225,0.567
13702,14376,0.342
11994,12877,0.795
12276,12223,0.416
13927,13994,0.323
14051,13685,0.547
14189,13901,0.311
14018,13947,0.47
10648,10334,0.392
14003,14216,0.169
12321,12155,0.282
14172,13840,0.388
10477,10468,0.8
13909,14187,0.169
12161,12207,0.307
10318,10793,0.154
10522,10254,0.846
13136,13140,0.808
12042,12906,0.581
14008,14170,0.169
12937,13127,0.813
11175,10861,0.593
10088,10164,0.294
10526,10602,0.815
13971,14156,0.323
12166,12316,0.215
13993,13973,0.349
12026,12042,0.576
10210,10253,0.225
12297,12163,0.39
12968,12883,0.571
13844,14159,0.266
10526,10205,0.473
12183,12291,0.15
14167,13841,0.266
14183,13999,0.177
12204,12318,0.37
12307,12163,0.39
14152,13940,0.47
13946,14762,0.194
12902,13142,0.437
10109,10431,0.169
12166,12288,0.215
13897,13927,0.323
12185,12320,0.37
13835,13952,0.527
13984,14216,0.329
12141,12283,0.282
13927,14161,0.323
13997,13897,0.169
13690,13731,0.749
13928,14193,0.311
10762,10318,0.508
12130,12302,0.542
12164,12233,0.457
13653,13724,0.171
13952,14204,0.252
10342,10686,0.218
12292,12218,0.39
10426,11011,0.938
12181,12176,0.735
13959,13928,0.169
12279,12151,0.282
10228,10522,0.898
12734,12739,0.502
12302,12215,0.37
10319,10323,0.317
10057,10522,0.898
10308,10152,0.188
13913,14213,0.329
12244,12265,0.604
12453,12125,0.382
12175,12161,0.185
10661,11132,0.351
13907,14193,0.412
12283,12130,0.386
10926,10922,0.418
12324,12137,0.282
13833,14158,0.612
13904,14170,0.323
14179,13837,0.388
13811,13714,0.547
12269,12138,0.282
12165,12296,0.37
11011,10643,0.224
10727,10288,0.338
14162,13817,0.575
12277,12219,0.169
12241,12254,0.923
13939,14151,0.323
12386,12255,0.923
10397,10057,0.612
12180,12310,0.39
13728,13792,0.614
13991,14020,0.342
14173,13914,0.169
12341,12548,0.581
13817,14157,0.272
12838,12505,0.55
12315,12180,0.39
14247,14234,0.571
14542,14815,0.806
14194,13966,0.188
12319,12164,0.586
14211,13977,0.198
12124,12120,0.47
12305,12231,0.37
13945,14172,0.169
13972,13833,0.769
12144,12304,0.227
12460,12120,0.47
10341,10611,0.371
13895,13986,0.323
14171,13948,0.311
13834,14668,0.889
13103,12699,0.575
13909,14188,0.169
12275,12185,0.37
14194,13908,0.311
13904,14011,0.323
12632,12155,0.307
14194,13836,0.404
10715,10184,0.299
14219,13899,0.329
14154,13960,0.329
14177,13931,0.342
13991,14177,0.342
13927,13977,0.175
13731,14138,0.921
10537,11826,0.165
12263,12255,0.923
10271,10142,0.163
10605,10070,0.197
12237,12453,0.165
10512,10501,0.424
10205,10541,0.165
13678,13676,0.513
14203,13905,0.266
10889,10740,0.363
14219,14014,0.169
13969,14668,0.912
10713,10748,0.338
10230,10050,0.898
14018,13842,0.451
14054,14324,0.814
14310,13704,0.699
14089,14117,0.213
12293,12183,0.15
14699,14095,0.165
12277,12213,0.37
12323,12185,0.37
14196,13898,0.311
10230,10068,0.898
12181,12233,0.815
12194,12319,0.433
12283,12201,0.349
13910,14179,0.329
12184,12155,0.571
14204,13990,0.311
12620,12630,0.254
13944,13940,0.252
14016,14206,0.329
13984,14172,0.329
14155,13653,0.239
12325,12163,0.39
11117,11120,0.938
13696,13699,0.179
13964,14157,0.329
13894,14000,0.323
14809,14633,0.202
13956,14167,0.163
10283,10158,0.323
14184,13839,0.526
12143,12167,0.282
14295,13747,0.376
12266,12434,0.589
10207,10363,0.22
12167,12194,0.217
14212,13844,0.388
10939,11533,0.499
13947,14154,0.343
13975,14196,0.311
12151,12130,0.442
13817,13933,0.295
10171,10568,0.376
12151,12308,0.282
14125,13717,0.151
12228,12230,0.47
13836,14172,0.266
12197,12158,0.157
12270,12207,0.307
12164,12172,0.769
13837,13994,0.388
14206,13905,0.169
13951,14158,0.329
10523,10809,0.247
10742,10768,0.404
14013,13988,0.323
10989,10584,0.363
14109,14996,0.408
13688,14529,0.329
13998,13948,0.323
12144,12276,0.227
10068,10526,0.898
14180,13976,0.47
14047,14067,0.921
14015,14196,0.342
12666,12080,0.175
10300,10151,0.252
11104,10779,0.366
13952,14185,0.24
14170,13943,0.169
13984,13841,0.635
10292,10137,0.731
14118,14110,0.537
14014,14173,0.169
12172,12282,0.207
13818,13843,0.161
13811,14068,0.547
14690,14367,0.382
13978,13977,0.617
12194,12177,0.47
14158,13939,0.323
13739,14460,0.173
12290,12170,0.433
12453,12142,0.382
13925,13944,0.396
12137,12449,0.47
10287,10003,0.172
13898,14156,0.284
14005,14216,0.187
10116,10119,0.24
13993,13983,0.323
10125,10207,0.473
12291,12229,0.199
12185,12321,0.37
12087,12047,0.581
13988,14188,0.311
10297,10153,0.177
10268,10265,0.349
10120,11633,0.26
13971,14211,0.323
14174,13944,0.323
13906,13925,0.47
14200,13945,0.468
12162,12272,0.175
12669,12674,0.885
14209,13953,0.188
12215,12303,0.199
11468,10176,0.353
13985,14183,0.165
14210,13945,0.169
10359,10537,0.523
13948,14187,0.284
10629,10918,0.649
13977,14202,0.299
10717,10730,0.343
14150,13845,0.266
12199,12315,0.437
13986,14179,0.188
12255,12014,0.581
12275,12201,0.349
13817,13933,0.575
12325,13337,0.437
13911,13992,0.342
12892,12875,0.235
12130,12146,0.442
10776,10713,0.309
12292,12172,0.593
12134,12143,0.47
12106,12014,0.581
12220,12291,0.167
10312,10132,0.275
14207,13943,0.169
12054,12032,0.581
13147,12236,0.226
12150,12124,0.47
10525,10057,0.898
14668,13844,0.47
12292,12189,0.235
13843,14183,0.612
12013,12267,0.581
14792,14469,0.216
11720,10026,0.822
10207,10180,0.172
13957,13942,0.581
13648,14683,0.169
13988,14204,0.284
10270,10121,0.199
11021,10643,0.452
12127,12323,0.282
10248,10594,0.473
10305,10203,0.235
14204,13939,0.359
13711,13878,0.242
12458,12128,0.442
12227,12271,0.171
13901,14167,0.323
14319,14037,0.921
12817,12505,0.57
13897,13902,0.169
11290,10385,0.366
10322,10198,0.279
12215,12302,0.37
12131,12125,0.47
14187,13836,0.404
14897,13680,0.408
13901,14020,0.311
13964,13998,0.329
13997,13817,0.468
13839,13921,0.266
12171,12317,0.37
11117,10744,0.404
12233,12161,0.37
13982,13845,0.329
12281,12217,0.453
13977,14212,0.198
14205,13908,0.311
14165,14002,0.159
13681,14359,0.341
14179,13836,0.266
14009,14192,0.154
14474,14956,0.254
12155,12309,0.406
12158,12304,0.329
13955,13806,0.368
13918,14179,0.323
10875,10735,0.518
12161,12237,0.535
13797,13719,0.608
11390,11391,0.351
13980,14154,0.402
13128,12873,0.73
12284,12151,0.282
13817,13997,0.468
12162,12129,0.442
12176,12299,0.908
10521,10585,0.372
10927,10922,0.599
13157,12356,0.435
12190,12449,0.578
14210,13839,0.41
13645,14443,0.173
14000,14154,0.311
12119,12632,0.307
10536,10370,0.364
14171,13953,0.412
14179,13971,0.323
10117,10291,0.206
12323,12322,0.235
14020,13932,0.327
12297,12143,0.406
13129,12262,0.923
14168,13908,0.436
12181,12204,0.735
14005,14871,0.748
13719,14048,0.381
14573,14574,0.8
12284,12143,0.365
12493,13102,0.47
12338,12607,0.581
13937,14183,0.342
13134,12263,0.581
12237,12185,0.457
14219,13966,0.284
14161,13968,0.323
10258,10057,0.846
14263,14235,0.545
12271,12204,0.37
10264,10130,0.366
14174,13901,0.311
13964,13961,0.329
13833,13921,0.612
12265,12257,0.923
12308,12237,0.254
14004,14219,0.323
12004,13027,0.481
14018,14176,0.342
13998,14001,0.329
11574,11572,0.918
13897,13937,0.342
13833,14171,0.612
11558,10008,0.153
10202,10530,0.2
14152,13997,0.47
13898,14200,0.266
13795,13807,0.29
13979,14205,0.169
14017,13921,0.311
12325,12186,0.254
13702,14618,0.292
10825,10226,0.29
13649,13690,0.741
10203,10550,0.181
13835,13948,0.306
14780,13755,0.216
10058,10086,0.3
12036,12915,0.193
12165,12305,0.37
14163,13964,0.329
14157,13900,0.329
12166,12284,0.215
14171,13833,0.612
10520,10064,0.473
14194,13948,0.323
12449,12148,0.572
12236,12318,0.175
11580,11571,0.918
14265,14247,0.309
13010,13004,0.8
12729,12759,0.564
14210,13838,0.266
12130,12308,0.581
12473,12468,0.791
14050,14045,0.921
10315,10149,0.311
14172,13949,0.329
14157,13900,0.329
10064,10211,0.473
10116,10125,0.85
12012,12010,0.886
12036,12038,0.581
14212,13939,0.323
14174,13931,0.342
13985,14159,0.165
13993,13901,0.188
12130,12276,0.542
14338,14021,0.384
14010,14020,0.169
12178,12316,0.282
14070,14066,0.921
13840,14675,0.163
12748,12775,0.564
12324,12133,0.329
14165,13988,0.323
12224,12181,0.235
11497,11496,0.88
11273,11274,0.8
14068,14322,0.552
10517,10954,0.472
11268,10370,0.189
12266,12066,0.923
12163,12317,0.39
12245,12893,0.789
12200,12126,0.544
11984,10105,0.188
14000,14185,0.323
12157,12288,0.282
10677,10225,0.191
12922,12869,0.47
14795,14796,0.748
12285,12189,0.47
12163,12004,0.235
14219,13983,0.323
13945,14150,0.169
14164,13898,0.436
13082,13121,0.21
14022,14162,0.177
14041,14327,0.547
12269,12209,0.171
12256,12386,0.738
14166,13926,0.342
12258,12252,0.923
10417,10023,0.213
12936,12690,0.531
10639,10264,0.376
13840,14189,0.388
14219,13841,0.612
10977,10888,0.459
10519,10069,0.898
14171,13919,0.412
13947,14207,0.343
13898,14150,0.284
12528,12771,0.47
10967,10853,0.841
14187,13899,0.329
13949,14163,0.329
14182,13969,0.342
10525,10342,0.288
13809,14057,0.154
12143,12273,0.282
10270,10136,0.199
12645,12995,0.883
13845,14219,0.388
12235,12273,0.15
14162,13946,0.323
12283,12153,0.282
12233,12201,0.47
11102,10733,0.528
13986,14214,0.47
13907,14202,0.311
13676,13829,0.362
10525,10347,0.288
13939,13932,0.323
12130,12276,0.564
12236,12272,0.197
12310,12004,0.235
12809,12831,0.581
12327,12958,0.165
14351,13999,0.151
12268,12013,0.581
12774,12538,0.644
13915,14173,0.329
10526,10067,0.898
13965,14167,0.169
12218,12301,0.548
14005,14213,0.187
12406,12032,0.381
13902,13935,0.47
10942,10848,0.277
10426,10622,0.355
13993,13997,0.169
12631,12056,0.171
10830,10588,0.362
13836,13941,0.329
14212,13841,0.612
10286,10133,0.158
10135,10154,0.846
11180,10862,0.473
12130,12279,0.564
14180,13928,0.311
13687,14335,0.216
13937,14195,0.342
10287,10264,0.347
14217,13955,0.299
11262,10654,0.179
14176,13989,0.197
13900,14173,0.329
12467,12483,0.47
12297,12321,0.337
10227,10071,0.204
13955,14159,0.213
12148,12316,0.282
10940,10920,0.418
11994,13127,0.923
10062,10367,0.898
11412,11415,0.624
12283,12205,0.199
14218,13943,0.172
10345,10109,0.398
11253,10936,0.375
12166,12289,0.215
11932,11093,0.901
13895,13980,0.47
13701,13981,0.179
13897,14021,0.171
13995,14150,0.169
14185,13843,0.612
14193,13941,0.329
12286,12157,0.282
12172,12187,0.165
12285,12231,0.199
13056,13057,0.576
14040,14042,0.921
12186,12310,0.586
12264,12258,0.923
13959,13944,0.175
12155,12297,0.406
12036,12493,0.579
10308,10158,0.188
10289,10148,0.315
14202,13987,0.237
14067,13704,0.727
13993,13948,0.311
10968,10872,0.171
10121,10283,0.309
14929,14928,0.157
13900,13946,0.581
12030,12167,0.303
12208,12313,0.169
10144,10324,0.179
14067,14323,0.621
14202,13966,0.359
12967,12561,0.582
14319,14056,0.791
13425,13424,0.889
12281,12223,0.365
14312,14319,0.827
12149,12142,0.579
14072,14049,0.921
12121,12283,0.282
10192,10054,0.231
12282,12163,0.199
12210,12151,0.208
10174,10659,0.42
10763,10787,0.525
10759,10775,0.864
13990,14210,0.284
12147,12132,0.47
14969,14594,0.748
10002,10088,0.792
13961,13908,0.284
12210,12315,0.282
12240,13131,0.742
14346,13690,0.252
10789,10733,0.404
10315,10118,0.902
12291,12215,0.37
14215,13907,0.188
10150,10306,0.24
10265,11045,0.8
13974,13979,0.252
14355,14361,0.298
12309,12076,0.169
12215,12170,0.47
12172,12291,0.207
10283,10148,0.323
12194,12290,0.433
12889,12379,0.235
13957,13844,0.45
14219,13975,0.311
10616,10390,0.748
14009,14185,0.169
14011,14169,0.377
10938,10932,0.686
12270,12176,0.199
12116,12057,0.156
14170,13954,0.519
13946,13839,0.524
12015,13156,0.583
13817,13980,0.574
10601,10182,0.491
13928,14186,0.183
10139,10143,0.293
14210,14010,0.169
11438,11155,0.386
12164,12445,0.557
14009,14201,0.306
10001,10535,0.473
12141,12287,0.282
12275,12204,0.37
13959,13840,0.321
12144,12443,0.571
12217,12909,0.235
10363,10204,0.25
12226,12129,0.47
10652,10226,0.342
12723,12721,0.581
13731,13808,0.547
14174,13647,0.296
14247,13893,0.55
11217,10360,0.402
14182,13840,0.388
13921,13896,0.329
12137,12269,0.282
13895,13930,0.342
13966,14195,0.311
10231,10056,0.898
13928,14167,0.311
10358,10691,0.206
14154,13920,0.169
13993,13836,0.266
14462,14832,0.266
12250,13140,0.44
13864,13874,0.547
12196,12158,0.436
10293,10156,0.311
12836,12831,0.931
12321,12209,0.171
13114,12034,0.83
13724,13822,0.306
14015,14170,0.342
14723,14722,0.547
12336,12549,0.586
13918,14174,0.323
14332,14317,0.402
10154,10132,0.846
12744,12760,0.57
10162,10036,0.205
10199,10661,0.163
12162,12288,0.175
13978,14194,0.538
10522,10441,0.473
12261,12238,0.83
10257,10519,0.898
13946,13926,0.473
14295,13734,0.376
13893,14448,0.518
10275,10119,0.156
13967,13908,0.311
14004,14219,0.323
14155,13931,0.342
12209,12237,0.889
13910,14196,0.329
12454,12181,0.538
11413,10989,0.963
10300,10148,0.177
14000,14011,0.323
14017,14151,0.323
13977,14209,0.299
10297,10137,0.187
14162,13953,0.311
10211,10066,0.478
10158,10320,0.319
13922,13933,0.156
12157,12305,0.282
14314,14071,0.921
12211,12310,0.199
12194,13472,0.8
12223,12453,0.451
12739,12738,0.47
14236,14565,0.363
13342,12448,0.672
12935,12087,0.853
10319,10698,0.167
10206,10521,0.473
10302,10149,0.275
13981,14183,0.258
14201,13980,0.327
12278,12189,0.191
13833,14196,0.612
12211,12286,0.39
13983,14011,0.323
10806,11168,0.461
11265,10127,0.473
12273,12170,0.254
10368,10086,0.374
10593,10241,0.386
12104,12103,0.666
10777,10792,0.228
13938,14013,0.177
13364,12947,0.163
13998,13908,0.323
10641,10937,0.649
10270,10151,0.288
12141,12234,0.544
12574,12341,0.578
12162,12319,0.175
12939,12327,0.556
14185,13836,0.404
13913,14169,0.329
12316,12211,0.39
10745,10454,0.521
10138,10326,0.159
12147,12120,0.47
12218,12309,0.39
10231,10105,0.65
12834,12820,0.329
12513,12812,0.47
12212,12148,0.544
12162,12304,0.175
10597,10367,0.846
14213,13979,0.169
12252,12250,0.923
12389,13028,0.347
10522,10061,0.898
14018,13936,0.584
13918,13899,0.473
12288,12230,0.39
11955,11956,0.938
10073,10250,0.898
12244,12252,0.581
13998,13839,0.41
13992,14169,0.377
13941,14678,0.8
14035,14043,0.921
10304,10144,0.309
12302,12195,0.156
12271,12215,0.37
14903,13723,0.158
13998,14003,0.169
14429,14319,0.303
12317,12201,0.349
13957,13942,0.581
11740,10050,0.209
13948,14182,0.323
10334,10437,0.36
11045,10311,0.802
12836,12824,0.569
12291,12214,0.349
14165,13903,0.156
14241,14260,0.531
10137,10130,0.237
14049,14037,0.921
12511,12503,0.573
12046,13114,0.367
12271,12142,0.282
14183,13911,0.342
10138,10316,0.158
13776,13771,0.919
13648,13644,0.292
12176,12308,0.39
13983,14156,0.323
13976,14150,0.368
14000,14013,0.311
13955,14219,0.47
12243,13141,0.422
14189,14004,0.323
10444,10008,0.294
12426,12082,0.235
13837,13969,0.329
12602,12355,0.572
14020,13952,0.252
13653,14204,0.323
14010,14180,0.169
13925,13838,0.329
14204,13964,0.329
10125,10233,0.473
14183,13995,0.169
12169,12313,0.37
13939,14013,0.311
10299,10959,0.304
12618,12338,0.187
12311,12178,0.282
14017,14169,0.323
14014,14158,0.169
13925,13817,0.489
13925,13933,0.329
14022,13995,0.183
12322,12141,0.406
13728,13676,0.547
10932,10641,0.452
14214,14014,0.47
12004,12271,0.235
10060,10065,0.898
12830,13185,0.98
13719,13809,0.547
13998,13971,0.323
14165,13976,0.252
14159,13975,0.311
13928,14207,0.311
13983,14162,0.323
10146,10299,0.315
14215,14016,0.329
13959,14020,0.47
14002,14171,0.159
12316,12186,0.254
13989,14150,0.197
13919,13994,0.284
12284,12200,0.235
14608,13772,0.547
12146,12172,0.459
12289,12002,0.307
12230,12318,0.39
10683,11447,0.939
14077,14119,0.545
14337,14328,0.842
13970,14177,0.169
10732,10897,0.165
13962,14172,0.169
12321,12184,0.538
10023,11725,0.228
10620,10809,0.319
12184,12147,0.173
12164,12273,0.586
12173,12281,0.169
13944,14210,0.323
12296,12151,0.282
12004,12294,0.338
12358,12335,0.58
10552,11265,0.325
10160,11726,0.396
13998,13839,0.266
14425,13717,0.351
14293,14632,0.158
13834,13843,0.552
12167,12157,0.282
14295,14281,0.339
12209,12287,0.171
13994,13911,0.342
14013,13939,0.323
10229,10060,0.898
14170,13970,0.169
14187,14009,0.169
14216,13928,0.359
12055,12253,0.581
13998,13835,0.596
12317,12210,0.282
10413,10264,0.817
14005,14174,0.187
14312,14321,0.786
10307,10718,0.281
14195,13970,0.169
13978,13948,0.284
14217,13967,0.229
12247,12055,0.581
13128,12265,0.783
11413,10582,0.923
14141,14132,0.547
12152,12131,0.47
13927,13835,0.167
12146,12294,0.282
13978,14161,0.538
14163,13995,0.169
11046,10295,0.241
12883,12966,0.571
13958,14206,0.172
14154,14017,0.323
11102,10780,0.404
10629,10630,0.38
14185,13983,0.311
12224,12187,0.382
10138,10008,0.226
10811,10816,0.173
10698,10667,0.177
12218,12315,0.39
14087,14091,0.546
13943,14166,0.169
13946,13961,0.323
13899,14187,0.329
10663,10804,0.317
11186,10791,0.345
14205,13838,0.404
14171,13943,0.169
12402,12179,0.717
10053,10230,0.898
13936,13972,0.396
13995,14160,0.47
10777,10782,0.473
10313,10713,0.89
10784,10889,0.89
14247,14228,0.571
13994,13975,0.323
12559,12502,0.438
10068,10061,0.898
12253,13128,0.923
13717,13808,0.167
10296,10137,0.179
12207,12170,0.435
13139,12434,0.363
13835,14219,0.448
14194,13945,0.169
14166,13817,0.575
10999,11217,0.152
12637,12440,0.345
13912,13959,0.169
13140,12893,0.742
10200,10127,0.254
12264,12240,0.831
12653,12650,0.581
13913,14212,0.329
12782,12756,0.235
13843,14206,0.611
13817,13927,0.585
12203,12323,0.305
13550,12743,0.461
13736,13691,0.341
14213,13996,0.169
13953,13992,0.311
12094,12877,0.295
14088,14085,0.915
14001,13843,0.329
12066,13129,0.625
12623,12608,0.567
14662,14119,0.544
10334,10940,0.365
12241,12055,0.581
12162,12139,0.235
13912,14201,0.468
12191,12209,0.548
12218,12296,0.39
13909,14156,0.169
10353,11441,0.473
11088,10198,0.171
10520,10231,0.472
10328,10415,0.279
10265,10118,0.24
14001,13946,0.581
13837,13835,0.526
10155,10275,0.349
14062,14337,0.921
10136,10301,0.199
10067,10105,0.473
10151,10282,0.165
14006,14188,0.454
10275,10133,0.351
10458,10284,0.379
14071,14316,0.893
13972,14207,0.329
13019,12344,0.555
12316,12157,0.282
10738,10714,0.228
10293,10137,0.293
14050,14328,0.618
10067,10296,0.288
12286,12169,0.37
12191,12279,0.37
10123,10137,0.183
12263,12247,0.923
13981,13897,0.402
12207,12293,0.307
12210,12154,0.159
13761,13728,0.709
10521,10241,0.65
10357,10125,0.521
14163,13918,0.323
13908,14188,0.284
14075,14086,0.54
10519,10333,0.288
14217,13966,0.311
14158,13987,0.237
12871,12677,0.226
12194,12274,0.254
10237,10080,0.185
13977,14159,0.213
12127,12124,0.47
13914,14206,0.169
14219,13975,0.323
14009,14164,0.362
13817,14219,0.575
14009,14204,0.169
10258,10526,0.898
14153,13978,0.39
12022,12388,0.695
14009,14154,0.169
12341,12576,0.449
12214,12237,0.584
14892,13828,0.165
12132,12167,0.282
13761,13693,0.347
12146,12308,0.282
12032,12246,0.581
14292,13676,0.181
13975,13978,0.311
10134,10299,0.293
12449,12154,0.47
14608,13773,0.546
13956,14205,0.342
14022,14167,0.177
10189,10334,0.21
12694,12691,0.163
13726,13718,0.211
14040,14320,0.912
14157,14014,0.169
14206,13934,0.155
12223,12300,0.234
13649,14045,0.921
11364,11171,0.371
14478,13738,0.919
14245,14241,0.483
10205,10194,0.372
14337,14073,0.776
10053,10258,0.731
14206,13955,0.47
10302,10137,0.319
14071,14047,0.921
13792,13690,0.547
12183,12281,0.15
12322,12212,0.171
13948,14196,0.284
10158,10294,0.199
10610,10609,0.6
13997,14206,0.169
10142,10313,0.199
10776,10274,0.323
14163,13976,0.47
14457,14298,0.181
11210,11212,0.256
13952,14169,0.47
10133,10128,0.239
13914,14152,0.47
13932,13898,0.323
10641,10622,0.269
10060,10595,0.731
10441,10602,0.471
12523,12015,0.584
10827,10640,0.173
14206,13908,0.323
12322,12180,0.39
14587,14922,0.303
12032,12873,0.581
12119,12302,0.282
14352,13656,0.544
12284,12188,0.37
14168,13953,0.906
13940,13993,0.311
10153,10289,0.217
12155,12164,0.377
12304,12189,0.47
14202,13929,0.343
10835,10976,0.231
10522,10552,0.473
13925,13994,0.329
14093,14081,0.58
12288,12229,0.37
14150,13907,0.311
11431,10759,0.89
13948,13921,0.323
12049,12394,0.307
12690,12936,0.531
12188,12315,0.37
12458,12223,0.57
12371,12406,0.435
12532,12540,0.581
12293,12197,0.47
10807,10036,0.225
12222,12291,0.199
12018,12170,0.165
14216,13978,0.39
14016,14013,0.329
13702,13819,0.235
12180,12225,0.493
14072,13719,0.547
12275,12153,0.282
14002,13894,0.159
14166,14001,0.329
12225,12292,0.553
12169,12309,0.37
14207,13904,0.323
12759,12758,0.564
12321,12213,0.37
12275,12196,0.234
12317,12290,0.235
13937,14219,0.342
13762,14626,0.544
14204,13982,0.342
12225,12217,0.382
