head_entity,tail_entity,probability
11396,11034,0.165
13965,14162,0.169
12440,12164,0.34
10782,10454,0.536
14172,13904,0.284
12935,12376,0.418
14980,13676,0.323
13140,12247,0.609
13905,14165,0.169
12324,12228,0.175
12156,12186,0.377
10121,10291,0.424
13647,14011,0.296
12163,12272,0.526
12087,12434,0.211
13932,14206,0.327
12217,12275,0.217
13997,13961,0.169
14011,13971,0.311
14727,14292,0.618
12285,12236,0.175
14217,13959,0.47
14209,13971,0.284
10299,10200,0.165
12259,12386,0.923
14163,13988,0.311
14040,14334,0.776
12321,12221,0.167
14313,14051,0.776
10445,10176,0.201
12176,12285,0.39
14206,13971,0.323
13920,14174,0.169
10358,10078,0.321
12225,12292,0.254
12315,12189,0.47
13836,14189,0.404
12119,12186,0.377
14073,13663,0.545
10222,10196,0.183
14177,13983,0.284
12239,12255,0.923
13835,14216,0.596
13908,13935,0.552
12191,12322,0.37
10080,10367,0.846
12154,12206,0.199
14205,13953,0.188
10767,10780,0.177
10260,10812,0.465
14204,13914,0.169
14217,13912,0.412
12735,12764,0.661
10342,10338,0.593
12215,12303,0.37
14067,13746,0.547
13918,14204,0.323
14177,13986,0.284
14050,13792,0.547
13836,13915,0.451
10521,10397,0.373
13840,13927,0.559
14765,14377,0.158
12322,12232,0.169
14000,13993,0.311
12033,12030,0.923
12229,12269,0.37
12253,12251,0.923
12373,12371,0.29
13842,13930,0.45
12201,12184,0.167
14168,13902,0.47
13837,13964,0.885
14206,13845,0.388
12538,12759,0.396
13915,14011,0.329
12315,12199,0.254
10139,10154,0.846
12125,12181,0.377
14058,14054,0.604
11024,11036,0.358
13821,14792,0.355
10310,10605,0.349
12192,12127,0.157
13904,14159,0.323
12204,12317,0.37
14180,13986,0.311
12251,12022,0.581
10129,10145,0.362
13948,13993,0.323
10321,10144,0.319
12087,12403,0.53
14911,13692,0.386
13772,13769,0.827
13650,14400,0.547
12032,12042,0.581
13972,14159,0.329
12257,12014,0.572
10196,10180,0.167
14209,13976,0.47
13898,14210,0.188
13137,12263,0.808
14175,13995,0.47
13907,14155,0.394
12895,12242,0.463
12018,12892,0.491
14171,13970,0.169
10441,10594,0.473
10595,10019,0.731
12284,12200,0.207
14361,14990,0.177
14216,13960,0.329
13809,14050,0.547
13687,14064,0.921
13945,14157,0.169
12215,12295,0.37
12169,12285,0.37
12774,12778,0.628
12307,12172,0.593
13729,14062,0.727
10227,10346,0.165
12303,12205,0.199
12081,12651,0.577
14189,13982,0.342
13845,13929,0.47
11257,11594,0.648
12191,12315,0.37
13938,13914,0.183
10641,10648,0.452
14172,13845,0.388
11883,10447,0.378
13982,13942,0.581
14170,13924,0.171
14037,14044,0.547
10206,10602,0.649
12004,12850,0.36
12076,12161,0.169
10903,10889,0.915
10268,10003,0.173
13896,14170,0.329
10781,10778,0.818
10552,10231,0.473
13902,14020,0.169
10268,10459,0.807
13931,14183,0.342
12549,12600,0.581
13792,13700,0.543
13969,13843,0.329
12179,12269,0.167
10758,10736,0.901
14672,13947,0.802
10188,10037,0.201
14022,14179,0.177
10174,11525,0.376
12151,12134,0.47
14206,13966,0.188
14869,13647,0.153
14151,13930,0.342
12238,12242,0.83
12296,12153,0.282
13907,14165,0.311
12275,12151,0.282
10347,10160,0.213
10014,10039,0.284
13836,13918,0.47
12260,12032,0.581
12162,12277,0.175
12130,12324,0.282
12223,12284,0.365
14794,13828,0.169
11531,11129,0.93
13671,13662,0.47
10739,10718,0.309
13981,14173,0.252
12285,12169,0.37
14210,13928,0.311
14163,13968,0.412
12137,12318,0.282
14177,13986,0.323
13964,14155,0.329
13953,14183,0.188
10935,10923,0.814
12668,12696,0.163
14097,14093,0.546
14188,13915,0.329
10925,11126,0.686
10437,10922,0.473
12277,12189,0.218
10311,10143,0.412
10125,11200,0.203
12216,12161,0.37
13708,14070,0.921
10743,10768,0.504
12144,12449,0.54
10353,10127,0.473
14158,13941,0.329
13839,14158,0.617
13915,14207,0.329
10519,10523,0.618
14037,13810,0.547
12187,12297,0.254
12130,12311,0.581
12130,12163,0.548
14240,13835,0.175
12025,12042,0.581
10676,10640,0.341
10357,10353,0.47
10298,10149,0.211
12214,12282,0.349
14046,14035,0.921
13988,14175,0.47
13841,14011,0.612
12753,12743,0.581
13817,14184,0.266
12303,12188,0.37
12228,12319,0.175
14006,14195,0.454
10048,11441,0.155
13982,13840,0.329
10144,10116,0.24
12273,12218,0.39
14017,13993,0.323
12158,12134,0.47
13974,14210,0.323
10300,10324,0.495
10162,10160,0.339
14009,14022,0.183
10138,10313,0.199
13676,13685,0.547
10289,10152,0.315
12893,13135,0.753
12036,12251,0.581
12190,12119,0.47
13995,14156,0.169
14066,14322,0.724
13808,13657,0.547
12253,12239,0.923
14212,13983,0.284
13980,13967,0.402
10590,10527,0.467
12194,12210,0.91
12740,13009,0.982
14554,13763,0.463
10304,10152,0.323
12304,12229,0.37
14163,13983,0.311
10154,10151,0.846
12194,12169,0.889
13342,12448,0.931
10069,10067,0.898
13939,14166,0.284
12253,12498,0.581
12758,12786,0.8
11174,11176,0.473
13932,13969,0.342
12893,12038,0.581
10735,10702,0.355
13936,13842,0.558
10919,10938,0.629
14196,13904,0.323
12246,12245,0.923
12293,12002,0.307
12157,12460,0.914
12757,13011,0.217
12233,12296,0.37
12208,12325,0.169
10372,11268,0.189
10934,11531,0.329
10786,10781,0.89
10088,10211,0.398
12297,12211,0.199
14070,14063,0.921
14669,13844,0.163
10269,10284,0.731
12243,12263,0.923
13904,14180,0.188
12151,12206,0.295
14062,14056,0.815
13945,14180,0.169
12277,12146,0.282
10938,10925,0.704
14013,13911,0.342
13961,13840,0.266
14207,13999,0.177
13536,12692,0.8
14215,13838,0.404
14160,13920,0.47
12292,12171,0.37
12319,12223,0.365
12150,12462,0.47
12289,12186,0.254
12839,12195,0.888
12223,12225,0.154
13746,14042,0.547
13968,14203,0.468
12161,12130,0.581
13990,14182,0.284
12178,12169,0.929
13838,13929,0.54
13653,14212,0.323
10526,10248,0.898
10302,10136,0.319
13927,14163,0.323
10188,10223,0.243
13967,13982,0.342
10901,10737,0.915
10510,10506,0.309
14013,13966,0.323
13127,12255,0.752
10585,10250,0.229
13930,13918,0.912
10341,10920,0.372
13690,14073,0.749
10132,10308,0.188
13901,13961,0.311
13933,13962,0.171
14220,14242,0.47
12906,12404,0.235
10056,10550,0.293
13925,14151,0.329
12277,12222,0.37
14216,13919,0.284
12164,12324,0.586
13810,14035,0.547
12217,12270,0.263
14151,13968,0.323
12163,12298,0.199
14364,14794,0.194
10116,10120,0.85
10314,10148,0.323
12117,12157,0.575
13897,13996,0.169
13961,13844,0.388
13839,14213,0.266
14009,14177,0.169
14887,13866,0.216
14018,13845,0.45
13977,14185,0.299
10928,10936,0.473
13932,13898,0.323
12213,12312,0.37
14326,14065,0.776
12748,12913,0.58
14073,14035,0.921
10754,10743,0.47
12188,12161,0.199
13817,14199,0.493
10428,10231,0.473
12281,12188,0.37
10144,10273,0.177
13835,14182,0.596
14206,13817,0.521
14250,14221,0.502
13910,14219,0.329
12204,12303,0.199
10319,10144,0.349
13894,13904,0.323
13763,13771,0.819
14177,13979,0.169
14189,13898,0.188
12493,13026,0.574
13714,14438,0.777
12383,12264,0.732
13059,13220,0.167
14213,13817,0.575
13950,13717,0.183
14162,14015,0.342
12177,12178,0.574
10871,11523,0.467
12290,12231,0.37
14065,14334,0.776
13932,13989,0.195
12132,12124,0.47
13898,14207,0.359
13842,14182,0.388
13837,14188,0.266
13988,14217,0.284
10008,10316,0.317
14069,14324,0.921
10164,11399,0.262
12247,12252,0.923
10762,10754,0.518
13940,13993,0.188
14315,14041,0.402
10600,10525,0.731
12935,12014,0.564
12014,12893,0.584
10936,11124,0.329
10607,11254,0.306
13916,13986,0.293
10773,10734,0.879
14182,13927,0.323
12546,12544,0.8
14153,13823,0.173
10829,10640,0.173
14017,14154,0.323
13918,14163,0.323
10554,10125,0.197
13932,14154,0.327
12311,12224,0.319
13905,13967,0.169
11579,11572,0.903
12200,12274,0.582
13954,14219,0.519
10270,10769,0.487
14183,13980,0.402
12342,12623,0.695
12875,13223,0.923
12137,12162,0.382
10229,10595,0.731
10492,10211,0.274
10061,10522,0.898
14154,13983,0.188
13734,13739,0.358
10674,11125,0.345
14016,14182,0.329
13948,13932,0.311
12033,12032,0.581
10311,10312,0.347
11467,10089,0.234
12151,12288,0.282
12242,13133,0.609
14197,13988,0.906
13704,13761,0.749
12217,12281,0.235
12389,12909,0.235
13127,12267,0.923
10117,10137,0.27
14154,13951,0.329
13967,13902,0.169
12248,12267,0.923
10316,10008,0.317
10059,10519,0.853
13943,14167,0.169
12083,12266,0.923
12199,12185,0.47
12289,12230,0.199
14193,13931,0.342
12164,12130,0.692
13990,13894,0.412
12226,12324,0.302
14352,13717,0.681
10717,10750,0.42
14195,13988,0.284
14090,14091,0.545
13994,13940,0.311
12080,12382,0.235
10873,10965,0.206
12353,12361,0.936
10133,10291,0.351
13131,12248,0.923
14664,14645,0.157
10065,10548,0.277
14244,14268,0.167
12375,12241,0.254
10306,10155,0.24
12169,12319,0.37
10051,10528,0.898
12923,12704,0.836
12316,12184,0.581
12089,12068,0.587
14016,14213,0.329
14020,13899,0.329
12170,12310,0.433
10125,10194,0.473
14193,13976,0.368
12196,12316,0.234
10934,10928,0.459
10148,10291,0.239
12138,12140,0.551
13835,13998,0.596
13936,14170,0.323
10679,10662,0.414
12191,12161,0.37
13993,14015,0.342
14017,13787,0.156
12460,12144,0.589
10454,11120,0.467
13660,13674,0.323
14114,14080,0.552
12281,12229,0.199
13761,14491,0.34
14020,13927,0.323
12201,12215,0.47
12243,12248,0.923
13932,13927,0.323
10264,10132,0.179
13835,14193,0.448
10600,10056,0.731
14159,13907,0.323
12244,13129,0.406
14015,13839,0.45
13842,14195,0.388
12677,12202,0.219
14205,13916,0.519
12298,12225,0.553
13992,13987,0.237
12325,12215,0.37
13844,13946,0.47
14035,14326,0.92
12875,13255,0.828
12290,12165,0.37
10519,10599,0.846
12284,12169,0.37
14240,14552,0.457
10143,10292,0.602
14204,13837,0.388
13967,13969,0.342
12290,12146,0.406
12313,12169,0.37
12475,12468,0.172
10698,10008,0.294
10126,10207,0.372
12209,12185,0.548
14090,14106,0.545
14065,13671,0.304
12300,12212,0.171
11022,11020,0.252
12104,12110,0.613
13898,14205,0.323
12167,12294,0.562
13968,14180,0.311
10164,10621,0.531
12142,12443,0.54
14212,13841,0.612
14154,13910,0.329
14062,14056,0.815
11538,10611,0.315
14440,14147,0.632
13952,14216,0.47
13680,13780,0.216
14011,13931,0.342
12294,12142,0.282
13948,14150,0.188
12279,12186,0.586
13997,13839,0.368
14249,13923,0.254
12164,12296,0.586
14183,13901,0.284
14222,14558,0.457
13687,14035,0.921
12307,12209,0.171
10285,10155,0.157
13844,13958,0.323
14209,13941,0.329
12242,12250,0.923
11573,11579,0.89
12889,12048,0.235
13935,14213,0.323
12063,12094,0.226
10827,10635,0.173
12133,12307,0.282
11594,11256,0.473
10334,10933,0.39
12207,12233,0.601
14700,14697,0.8
12312,12146,0.282
14189,13962,0.169
12271,12214,0.349
10188,10075,0.237
12292,12217,0.217
10068,10593,0.846
12042,12715,0.235
10170,10163,0.339
10764,10713,0.42
10757,11116,0.41
13981,14183,0.47
14169,13922,0.156
12162,12284,0.175
13948,14186,0.183
10616,10921,0.766
14324,14318,0.817
12155,12290,0.406
12438,12237,0.889
12282,12137,0.282
10057,10593,0.898
13984,14162,0.329
12260,12242,0.923
12199,12186,0.47
14169,13929,0.343
14161,13896,0.329
10605,10606,0.195
10579,10641,0.179
13970,14214,0.47
14062,14068,0.921
12166,12309,0.215
10139,10283,0.323
13943,14217,0.169
14213,13843,0.611
13993,13817,0.295
14293,14306,0.47
12325,12211,0.39
14182,13929,0.343
12346,12839,0.29
12279,12196,0.436
12247,11994,0.923
10078,10532,0.277
10056,10059,0.898
11534,11129,0.361
13908,14013,0.323
10990,10984,0.707
12232,12271,0.169
10127,10125,0.898
11013,10697,0.416
12386,12262,0.753
14013,14008,0.169
13897,13910,0.329
12126,12226,0.47
10066,10001,0.898
10599,10254,0.898
12171,12324,0.199
12161,12163,0.39
14207,14012,0.342
12184,12316,0.207
13808,13690,0.566
10296,10338,0.707
14170,14000,0.311
13906,13993,0.188
12241,12246,0.923
14068,14063,0.921
14157,13939,0.188
10116,10121,0.24
14595,13893,0.228
12147,12118,0.47
13843,13969,0.951
14150,13983,0.311
12233,12290,0.199
14194,13986,0.188
13986,14013,0.311
14460,13653,0.575
14660,14100,0.544
12322,12194,0.254
14623,13719,0.292
14173,13986,0.311
12307,12130,0.564
12313,12171,0.37
13775,13759,0.994
14193,13990,0.412
14319,14069,0.921
10716,10769,0.309
13308,13008,0.459
14044,14071,0.542
14171,13837,0.388
14657,14092,0.54
10034,10030,0.553
12290,12181,0.254
13016,12344,0.843
10148,10117,0.27
14205,13919,0.323
13976,13895,0.252
12184,12269,0.616
13929,14011,0.343
12202,12708,0.581
14211,13918,0.323
13976,14195,0.402
12123,12118,0.551
13898,14169,0.412
13906,13958,0.47
14313,14070,0.917
14034,14954,0.319
13844,13918,0.47
12297,12233,0.37
14156,13845,0.266
14185,13843,0.266
14162,13955,0.213
12731,12742,0.487
13952,14020,0.24
13960,13839,0.329
13939,14020,0.188
12320,12216,0.37
12237,12200,0.8
14010,14170,0.169
13978,14204,0.39
14013,13924,0.171
13993,13653,0.347
12906,12915,0.305
13998,13955,0.157
12453,12121,0.235
13955,13897,0.47
12045,12044,0.909
10135,10287,0.199
11728,10160,0.234
10748,10781,0.89
13899,14209,0.329
10934,10641,0.593
13838,14156,0.469
14003,14196,0.169
10307,10715,0.281
14309,13892,0.355
13899,14182,0.329
12404,12080,0.327
10278,10139,0.173
13994,13840,0.266
10064,10069,0.898
11619,11220,0.304
10649,10427,0.378
10318,10776,0.355
10188,10066,0.478
10174,10677,0.298
10174,11386,0.473
14189,14021,0.171
14186,14351,0.151
14172,13980,0.252
12839,12820,0.47
13945,14160,0.47
12114,12000,0.183
13947,13844,0.47
14176,13959,0.47
14035,14062,0.921
14216,13969,0.342
12027,12011,0.44
10466,10840,0.263
13903,14211,0.156
13810,14364,0.443
10344,10413,0.165
10289,10392,0.218
11176,11178,0.183
12320,12217,0.217
12283,12218,0.39
13921,13959,0.47
13976,14885,0.47
10332,10336,0.353
10296,10340,0.459
14180,13896,0.329
12282,12216,0.37
14093,14086,0.938
14219,14003,0.169
11086,10475,0.201
13946,14195,0.323
14203,13979,0.266
14017,14203,0.468
12605,12335,0.183
12296,12157,0.329
10022,10188,0.181
12294,12205,0.37
14020,13936,0.323
14212,13983,0.188
10783,10313,0.349
12994,12990,0.912
12184,12317,0.616
13817,14158,0.521
10673,10672,0.302
13904,14169,0.311
13988,14011,0.311
14037,13702,0.547
12186,12224,0.625
12233,12291,0.37
10293,10151,0.315
13942,14219,0.323
14179,13943,0.169
13900,14155,0.329
12311,12151,0.282
13987,14177,0.353
13990,13978,0.323
11307,10472,0.282
13977,13993,0.47
10690,10523,0.185
12553,12558,0.47
10211,10061,0.537
12200,12284,0.566
14064,14316,0.66
12137,12172,0.459
13996,14203,0.468
10790,10779,0.404
10160,10279,0.202
12460,12139,0.47
14041,14054,0.861
12532,12435,0.588
14008,14022,0.183
10875,10891,0.513
10610,10921,0.776
12215,12294,0.37
12347,12615,0.573
13840,13972,0.329
13676,13729,0.547
13914,14151,0.169
12273,12224,0.217
14163,13972,0.329
12165,12298,0.37
14202,13988,0.311
13970,14167,0.169
10150,10287,0.187
12646,13093,0.179
13845,14183,0.388
12165,12237,0.889
12308,12199,0.437
13908,14183,0.323
12279,12155,0.282
14064,13685,0.547
14070,13764,0.474
10499,10500,0.424
10009,10700,0.307
10202,10174,0.165
10633,11011,0.341
13978,13925,0.155
14187,13997,0.169
12200,12289,0.207
10894,10893,0.361
12303,12177,0.171
14183,13837,0.388
12909,12009,0.641
10324,10125,0.197
14011,13948,0.284
14009,14165,0.169
10662,10685,0.414
12204,12271,0.37
14227,14566,0.412
12002,12325,0.307
10627,10612,0.191
14170,13908,0.323
12205,12319,0.37
14195,13919,0.311
14206,13900,0.329
14011,13986,0.311
13933,13977,0.198
12269,12237,0.254
14326,13739,0.515
12308,12155,0.282
10130,10156,0.237
10124,10008,0.226
12290,12180,0.39
11606,10004,0.213
14046,13795,0.547
13940,13921,0.311
12279,12121,0.282
14080,14115,0.378
12513,12817,0.57
12130,12137,0.235
13739,14310,0.47
14151,13981,0.258
10367,10050,0.898
14013,13839,0.41
13731,13713,0.366
14154,13934,0.155
13842,13951,0.451
11219,10112,0.834
12134,12146,0.47
10340,10296,0.459
13963,14212,0.173
11293,10125,0.332
10706,10707,0.386
13994,13959,0.47
13941,13845,0.45
14204,13975,0.359
14015,14205,0.342
12205,12304,0.37
12141,12297,0.406
10519,10535,0.898
13895,13988,0.311
12276,12189,0.235
14193,13941,0.329
10030,10017,0.729
12443,12126,0.47
13926,14167,0.89
10520,10521,0.473
13842,14673,0.47
14016,14210,0.329
12045,12090,0.433
13935,14205,0.323
13702,14049,0.547
14204,14008,0.169
14201,13817,0.266
14171,14000,0.323
10088,10171,0.26
10956,10702,0.336
12276,12222,0.37
13941,13840,0.329
13984,14171,0.329
13921,13971,0.323
13929,14150,0.343
13961,13953,0.323
12386,11994,0.818
13129,11994,0.923
13743,14403,0.339
13964,13918,0.912
13835,13995,0.471
10937,10935,0.813
13817,14185,0.159
14066,14338,0.311
13976,14179,0.368
12272,12188,0.199
12272,12228,0.47
14739,13892,0.194
14182,13918,0.323
13936,13751,0.196
12404,13033,0.235
13901,14189,0.311
14062,14321,0.547
14188,14000,0.323
13961,13956,0.342
13905,14200,0.306
12186,12296,0.586
10920,10936,0.814
13980,14215,0.469
14055,13809,0.517
14138,14376,0.276
10144,10308,0.188
13994,13817,0.295
13774,14566,0.468
14219,13936,0.323
14282,14840,0.151
10400,10519,0.171
14314,14336,0.921
12114,12110,0.648
12130,12325,0.542
12250,12262,0.923
12522,13507,0.437
12448,12162,0.578
14213,13912,0.188
12270,12137,0.282
12287,12201,0.349
10299,10164,0.217
10108,10107,0.226
14189,13980,0.47
10299,10955,0.304
13939,13834,0.284
13718,14055,0.319
12299,12301,0.574
14169,13951,0.329
14170,13836,0.404
13933,13960,0.329
14060,13804,0.547
14035,14325,0.547
10803,10661,0.317
13965,14200,0.468
10919,10629,0.42
12877,12261,0.569
14044,14040,0.699
12383,12395,0.808
12273,12214,0.349
14184,13919,0.306
10153,10289,0.367
13844,13911,0.45
13976,14209,0.24
14216,13912,0.359
12217,12196,0.435
14213,13965,0.169
14311,13708,0.604
10211,10367,0.473
12188,12186,0.961
13132,12246,0.83
10319,10264,0.495
10861,11186,0.593
14068,14334,0.304
14004,14170,0.323
12324,12163,0.199
10166,10357,0.205
12252,12259,0.923
14065,14064,0.921
13954,13897,0.519
12178,12169,0.53
14596,14601,0.951
10166,10450,0.201
10288,10739,0.323
13931,14165,0.342
13937,14189,0.342
14213,13786,0.47
13136,12106,0.808
13926,13842,0.329
13939,14183,0.323
14016,14194,0.329
13949,14157,0.329
12242,12398,0.699
12304,12157,0.329
10229,10367,0.898
12541,12538,0.188
14026,14934,0.995
10291,10137,0.235
13967,13841,0.266
10763,10709,0.338
13649,14062,0.921
12765,13309,0.696
13996,14194,0.169
12292,12165,0.37
13907,14170,0.188
12254,13135,0.915
13899,14180,0.329
14187,14012,0.342
10528,10057,0.898
14062,13795,0.547
12069,13128,0.576
13983,14020,0.323
10130,10155,0.237
13959,13817,0.236
10196,10055,0.201
12822,12834,0.329
10031,11257,0.225
10124,10154,0.788
10544,10188,0.473
14298,14724,0.618
10149,10289,0.367
12667,12946,0.564
14640,13939,0.273
14179,13904,0.311
12181,12126,0.377
14020,13917,0.329
12201,12178,0.919
14150,13997,0.169
13688,13678,0.455
10275,10697,0.167
12321,12222,0.37
13956,14217,0.342
12022,12250,0.581
12224,12281,0.223
10149,10320,0.319
12824,12505,0.47
10532,10211,0.402
13975,14202,0.359
13983,14158,0.311
13972,13841,0.329
14209,14000,0.311
14157,13949,0.329
12180,12275,0.39
10183,10071,0.201
11535,10939,0.363
13978,13984,0.155
10303,11474,0.373
13975,14187,0.323
14068,13746,0.547
10120,11694,0.26
12292,12194,0.433
10320,10137,0.319
14180,14015,0.342
13969,13944,0.924
13932,13911,0.342
12181,12290,0.586
13921,13999,0.177
13896,14204,0.329
13068,13000,0.437
14016,14182,0.329
12295,12138,0.282
13953,13897,0.284
12206,12129,0.199
10292,10155,0.367
12745,12762,0.588
10472,10809,0.228
13719,14051,0.547
12668,12062,0.169
12164,12322,0.586
13899,13967,0.329
12218,12269,0.39
13961,13917,0.329
12134,12154,0.478
10312,10152,0.275
12742,12776,0.446
12942,12561,0.205
14215,13908,0.359
13156,12857,0.175
10922,10927,0.816
12189,12302,0.235
14217,13955,0.47
12080,12371,0.47
13957,14209,0.329
12170,12294,0.433
12743,12740,0.554
10291,10310,0.317
10746,10730,0.341
14175,13940,0.47
13962,14155,0.169
13952,14162,0.24
10113,10115,0.456
14009,14186,0.183
12286,12133,0.282
11026,10520,0.185
10244,10635,0.342
13941,14171,0.329
13992,13942,0.323
13844,13989,0.34
10072,10093,0.169
13941,14209,0.329
12277,12127,0.282
12269,12189,0.47
14990,14361,0.177
13976,13897,0.24
14179,13952,0.47
14056,14035,0.921
12737,12744,0.561
14599,13827,0.953
14676,13838,0.804
12529,12538,0.581
14310,14320,0.92
13912,14200,0.468
12013,12000,0.446
14166,14003,0.169
13944,13969,0.924
14177,13937,0.342
13931,14150,0.342
14206,13915,0.329
14211,14012,0.342
12176,12283,0.39
13955,14193,0.213
12283,12187,0.437
13876,13872,0.45
13992,13913,0.329
12133,12178,0.217
13939,14205,0.284
12625,12339,0.581
14102,14079,0.588
10110,10706,0.295
14037,13687,0.921
12157,12278,0.329
13157,12613,0.254
14990,14358,0.177
12166,12322,0.215
10107,10095,0.315
12308,12207,0.307
13839,14151,0.617
13941,14195,0.329
10792,10305,0.378
10301,10743,0.453
10019,10250,0.898
13843,13959,0.617
10297,10308,0.347
12229,12272,0.868
12118,12130,0.442
14209,13936,0.323
10119,10154,0.846
10175,11468,0.353
12290,12143,0.406
12181,12223,0.235
13952,14954,0.151
12134,12120,0.47
14179,13915,0.329
12194,12316,0.433
14156,13908,0.311
12311,12121,0.282
13836,14001,0.889
12131,12151,0.47
14010,14165,0.169
