head_entity,tail_entity,probability
13929,17026,0.70929325
14665,14665,0.5258777
10801,11498,0.37245038
10981,10223,0.70929325
11403,12020,0.70929325
16530,11756,0.70929325
10308,12498,0.6359765
10824,12624,0.66814995
11336,11490,0.70929325
22462,11996,0.70929325
10051,17550,0.2525792
12941,17065,1.0
11014,20865,0.6099521
13263,11228,0.8927088
17425,12190,0.70929325
16251,21623,0.70929325
10273,12529,0.70929325
14076,13451,0.8927088
16338,24373,0.70929325
16985,12340,0.8927088
18707,21567,0.70929325
19222,14597,0.8927088
18585,21426,0.8927088
20477,10045,0.5258777
16875,12919,0.70929325
10800,13476,0.76342565
12050,12050,0.5258777
10120,22535,0.8927088
20928,10192,0.8927088
10285,14176,0.35688043
14728,15330,0.70929325
11209,10664,0.70929325
16851,12993,0.70929325
11850,13023,0.24196295
10093,10045,0.8927088
10306,10589,1.0
21261,16794,0.8927088
13738,10658,0.115418695
15994,13489,0.70929325
15255,16625,0.62997437
10316,13489,0.22928448
10842,13173,0.70929325
13526,11801,0.70929325
22019,11079,0.8927088
12571,14802,0.6618941
14751,12630,0.5258777
13828,11933,0.8927088
19380,11976,0.8927088
14676,10172,0.12280371
10266,20942,0.16942492
11002,19348,0.70929325
10775,23726,0.8927088
16346,24104,0.70929325
11513,12571,0.52268314
16251,10120,0.8927088
10951,18893,0.8927088
11226,24917,0.5156264
10171,16937,0.8927088
10091,10525,0.110378295
24361,11457,0.8927088
19007,10374,0.70929325
10316,10316,0.5258777
22625,10107,0.70929325
11750,23749,0.8927088
12700,17062,0.35788086
10011,11080,0.70929325
18752,11209,0.8927088
10845,13363,0.70929325
13529,19740,0.7460458
19126,19423,0.70929325
14262,24892,0.70929325
12690,12257,0.105240025
16321,18750,0.5258777
19668,19257,0.70929325
17490,12458,0.18903482
10955,11001,0.70929325
12392,12188,0.21596782
19358,19358,0.8927088
14856,22536,0.5258777
14427,15490,0.70929325
11941,23077,0.22765608
10451,14177,0.70929325
11517,16936,0.5258777
12719,11480,0.2599097
21027,11906,0.8927088
21480,21480,0.5258777
10564,17754,0.70929325
11354,10500,0.8927088
11455,14419,0.29123718
11337,21363,0.8291587
11841,13927,0.77687985
16856,16856,0.5258777
14144,10172,0.26704252
14396,12342,0.70929325
11765,16105,0.33166015
10470,13535,0.70929325
10301,11084,0.40943316
15105,10285,0.24503988
16758,10789,0.70929325
12775,17430,0.70929325
12670,16212,0.70929325
17119,15183,0.34457064
11552,14187,0.70929325
10023,10452,0.8927088
10480,12700,0.102632985
13683,12654,0.12280371
17910,18083,0.8927088
14148,10515,0.70929325
11316,12269,0.70929325
10132,11746,1.0
15944,20780,0.23884983
19447,15443,0.70929325
15445,14314,0.70929325
23377,18123,0.70929325
10842,11490,0.70929325
10578,10191,0.70929325
11525,15780,0.2599097
10051,22092,0.29506296
11047,23734,0.8927088
18010,12298,0.8927088
13951,10716,0.70929325
11337,22059,0.65966904
20914,10848,0.8927088
14958,19245,0.8927088
14871,21366,0.8927088
16196,14076,0.70929325
20212,11074,0.70929325
13056,13491,0.70929325
10075,13888,0.1653223
11190,10815,0.70929325
10443,20600,0.70929325
16885,12113,0.8927088
19430,14475,0.9843766
19095,19095,0.5258777
12047,12401,0.8927088
11601,16404,0.8927088
15754,10100,0.34246215
13191,20236,0.20552123
12993,15363,0.5326697
12637,10371,0.17346488
19172,12751,0.70929325
22509,10393,0.70929325
19473,10545,0.8927088
10615,10774,0.3880473
13926,11752,0.70929325
10549,12228,0.70929325
13460,10994,0.70929325
10961,12690,0.22436893
19166,18170,0.32382748
13262,11788,0.70929325
10572,10090,0.24503988
17499,17499,0.5258777
17939,13298,0.8927088
17303,11791,0.70929325
16932,20115,0.23090291
10800,12676,0.19091819
12506,11867,0.70929325
11202,17008,0.70929325
11617,13363,0.70929325
17122,13117,0.70929325
15047,15301,0.70929325
21992,11591,0.70929325
10083,12777,0.5907862
15326,18620,0.70929325
12941,24273,0.70929325
12088,24376,0.8927088
17151,12537,0.102632985
12608,24826,0.22104043
11779,11350,0.70929325
10131,12628,0.70929325
19622,16300,0.70929325
11375,17602,0.8927088
13321,10842,0.23884983
16408,15627,0.8927088
10517,14350,0.38082194
11635,15791,0.45533907
23143,23143,0.5258777
18616,16392,0.70929325
23644,12401,0.8927088
11689,10274,0.24808145
13941,10260,0.70929325
11324,24104,0.31575587
21110,12737,0.8927088
21964,19504,0.8927088
13861,17754,0.8927088
10538,15363,0.4086101
10882,17932,0.70929325
12751,10494,0.70929325
16904,13627,0.70929325
15653,18979,0.70929325
22485,16651,0.8927088
12156,10217,0.8927088
10433,10896,0.70929325
10651,11883,0.8927088
16280,12507,0.8927088
15276,11742,0.5258777
11649,13293,0.8927088
14297,16845,0.70929325
10166,11349,1.0
10992,12188,0.67305034
16374,24867,0.70929325
17954,11307,0.23569964
12263,15255,1.0
12099,17019,0.70929325
10016,11984,0.31340376
11372,18059,0.70929325
11677,10596,0.107821636
16905,10550,0.8927088
11004,14834,0.8927088
11854,14183,0.70929325
12604,23690,0.70929325
21396,20317,0.5258777
15086,15506,0.105240025
22078,16997,0.8927088
11324,10601,0.70929325
11013,13862,0.70929325
10733,12147,0.70929325
14554,11324,0.70929325
14501,24920,0.22765608
10589,17515,0.5066746
11352,11878,0.70929325
10306,14682,0.70929325
11058,16517,0.8927088
20012,22807,0.8927088
14233,19067,0.24041097
11495,18612,0.30131888
12571,13824,0.48162496
14913,24337,0.5258777
17085,11587,0.70929325
13279,14802,0.6754669
18464,18677,0.70929325
13992,22544,0.70929325
17070,17070,0.5258777
21373,11204,0.70929325
18349,17585,0.553969
10103,19359,0.8620211
16775,18867,0.8927088
12395,10882,0.2899495
11190,23160,0.70929325
10182,23460,0.8927088
21467,15460,0.70929325
16041,20098,0.8927088
12315,10827,0.70929325
12059,15609,0.62997437
11209,13464,0.70929325
11079,14199,0.70929325
10722,19106,0.9855902
11056,23708,0.86673325
21577,10999,0.70929325
15815,14335,0.5258777
18887,13574,0.70929325
14054,14054,0.5258777
13570,12679,0.8927088
14485,22324,0.23090291
18545,21911,0.20729122
20800,18411,0.5258777
11254,10319,0.9843766
12005,14408,0.70929325
10575,14233,0.62925917
17324,13489,0.70929325
10132,15252,0.25700182
11389,11389,0.8927088
18492,10041,0.70929325
13083,23228,0.8927088
11389,12507,0.70929325
14504,10288,0.70929325
15206,21237,0.8927088
12148,15283,0.21253124
12024,10994,0.70929325
15627,15442,0.8927088
12058,10774,0.43300477
11884,13316,0.70929325
11276,18710,0.70929325
15869,14419,0.70929325
10216,12652,0.5936692
11462,17199,0.74373275
12464,17912,0.24503988
11564,14869,0.30983588
13640,16790,0.5258777
11381,11381,0.5258777
22798,22798,0.5258777
11559,16124,0.12522028
13270,10485,1.0
11338,22169,0.70929325
11100,11081,0.35079712
18181,16425,0.17145261
19623,23085,0.5258777
16553,14529,0.8927088
12135,14976,0.70929325
17420,23298,0.70929325
20727,12757,0.70929325
11151,11118,0.34246215
12131,15968,0.70929325
10608,19709,0.20373932
17999,20452,0.70929325
16583,24538,0.8927088
10145,18882,0.70929325
12466,22050,0.20729122
10113,10689,0.70929325
10281,24738,0.105240025
16208,10291,0.70929325
21500,11551,0.70929325
10378,12104,0.70929325
22237,12386,0.70929325
24104,14701,0.8927088
15066,17683,0.8927088
18450,13738,0.70929325
23312,23312,0.5258777
19774,11600,0.70929325
14454,12754,0.38173598
21228,15293,0.8927088
11727,19789,0.34976947
15292,10972,1.0
11947,11617,0.31340376
11178,10659,0.8927088
10789,12276,0.34873787
11169,11444,0.70929325
13883,10664,0.70929325
14007,13571,0.23251149
16713,16922,0.70929325
14415,23186,0.70929325
11906,10522,0.23884983
13031,16126,0.70929325
13732,18604,0.8927088
17912,10546,1.0
18147,11578,0.70929325
18308,14086,0.70929325
20249,19106,0.24196295
13920,11852,0.9843766
15148,17362,0.70929325
17115,15623,0.8927088
21317,23250,0.70929325
23014,12643,0.70929325
12254,18655,0.70929325
18094,19347,0.70929325
14010,10389,0.70929325
10856,13570,0.107821636
10949,12190,0.3435185
14153,15443,0.8927088
12882,17194,0.70929325
21666,16419,0.16942492
17663,23943,0.8927088
18490,16245,0.5258777
19914,16276,0.70929325
12874,23447,0.26421243
12638,10023,0.18903482
12668,13498,0.70929325
16373,14427,0.70929325
11465,12597,0.13698278
14050,12718,0.70929325
12607,21433,0.5258777
10308,14109,0.70929325
12295,21916,0.18136436
16222,24857,0.70929325
16890,14145,0.70929325
11323,15171,0.70929325
21929,19469,0.5258777
10352,14961,0.8927088
17266,13816,0.70929325
12714,13561,0.70929325
18816,13032,0.70929325
24327,10147,0.5258777
10343,17023,1.0
12020,12630,0.5258777
10968,10404,1.0
20759,15610,0.70929325
11297,11410,0.70929325
15976,13415,0.70929325
13406,12630,0.5258777
10687,15232,0.70929325
11164,12644,0.49384943
11260,11572,0.70929325
12419,15293,0.37433374
19434,11946,0.3762038
14959,17912,0.70929325
23730,12035,0.8927088
12088,13176,0.70929325
19364,19364,0.5258777
15396,10717,0.70929325
16056,17452,0.70929325
22909,19093,0.5258777
20274,10694,0.70929325
15342,19510,0.5258777
11730,16576,0.70929325
11631,14176,0.9963587
10452,12045,0.23569964
22838,13469,0.8927088
12793,10720,0.30983588
17995,10036,0.6313989
15492,13681,0.34246215
23469,10116,0.70929325
18336,21312,0.70929325
11307,24684,0.56697017
13426,10015,0.70929325
21006,15124,0.105240025
11644,11644,0.5258777
11775,15494,0.27535564
14518,10720,0.20013909
12380,24907,0.70929325
21215,22576,0.5258777
10273,11160,0.70929325
10693,16625,0.24503988
13912,10697,0.8927088
13732,15430,0.70929325
10266,13595,0.5741223
13453,12488,0.70929325
18556,10689,0.70929325
18581,11984,0.70929325
14455,12968,0.70929325
12763,18817,0.70929325
12847,23130,0.15261847
18617,16807,0.70929325
14205,16257,0.70929325
16259,21074,0.34140158
10508,23507,0.36575097
22686,21924,0.70929325
11692,16842,0.110378295
13058,11206,0.70929325
12797,20368,1.0
19000,10322,0.22104043
13571,19597,0.5771916
11299,10856,1.0
16697,16697,0.8927088
12934,11547,0.107821636
19720,19720,0.5258777
13571,10417,0.70929325
18423,12048,0.70929325
10356,23231,0.70929325
13827,18553,0.70929325
24468,11984,0.70929325
15760,12795,0.70929325
19505,12085,0.21079607
17498,12454,0.70929325
11131,12707,0.70929325
13245,13526,0.70929325
10023,11115,0.34873787
17842,13595,0.70929325
10708,12020,0.110378295
11664,17684,0.70929325
12051,16196,0.70929325
10192,11587,0.68491834
16006,24206,0.15477857
10691,10648,0.5258777
14860,14593,0.1
11668,17613,0.3074303
18265,13465,0.8927088
12703,23932,0.5248171
11160,13270,0.8927088
11403,13424,0.8927088
10528,10607,0.70929325
18374,18595,0.70929325
11771,17980,0.8927088
13654,10456,0.8927088
13056,12196,0.70929325
11993,13619,0.8927088
15353,20933,0.21766952
12039,11284,0.8927088
11580,12777,0.70929325
19357,22925,0.8927088
13430,10146,0.24656503
15257,24297,0.23727943
23309,19741,0.5258777
13904,23134,0.70929325
12292,14536,0.8927088
17594,14076,0.8927088
15100,24124,0.70929325
12042,10051,0.70929325
10566,15413,0.20729122
13090,10785,0.29506296
17700,15379,0.70929325
19688,21098,0.70929325
11371,16196,0.29379383
14520,11927,0.70929325
12514,19322,0.5870328
16989,14498,0.70929325
13803,10658,0.22765608
13734,19289,0.34246215
13679,19258,0.1946452
21290,10397,0.5258777
13343,14133,0.8927088
11459,24598,0.5572797
10486,14295,0.3349473
20891,11601,0.34246215
14796,17498,0.70929325
21118,24291,0.8927088
13223,13223,0.5258777
10481,14835,0.21253124
10437,21649,0.70929325
12525,16080,0.1632469
17465,13293,0.8927088
11117,17861,0.70929325
10795,10589,0.5997432
10667,10567,0.70929325
13586,15402,0.70929325
13762,13653,0.70929325
18138,11245,0.70929325
14928,12529,0.8927088
11354,20455,0.8927088
14203,13917,0.23090291
16799,10701,0.15904662
13808,13467,0.70929325
14495,16697,0.30983588
10267,11160,0.8927088
11704,13242,0.7825576
10575,14058,0.51944953
16123,24408,0.70929325
13615,17939,0.70929325
23601,10269,0.70929325
22598,17798,0.70929325
12869,13437,0.8927088
13654,10187,0.70929325
11930,15904,0.107821636
10961,10014,0.70929325
15515,17585,0.8927088
17085,10768,0.70929325
12993,18301,0.70929325
17390,17390,0.5258777
18897,11347,0.70929325
12530,23513,0.8927088
12967,19733,0.70929325
15083,13104,0.70929325
21691,20681,0.5258777
17132,16905,0.70929325
10552,22303,0.8927088
10194,15590,0.66347194
17644,16196,0.8927088
11648,13170,0.70929325
11561,22396,0.21079607
18482,14998,0.8927088
12575,10905,0.38715485
11605,17397,0.20904945
19170,11867,0.8927088
13327,10545,0.70929325
11668,15967,0.48099867
12514,15904,0.105240025
11480,12334,0.39158735
10163,14179,0.45671725
15748,10334,0.8927088
14841,14504,0.70929325
13723,20399,0.8927088
13910,12749,0.70929325
10011,24218,0.64286786
19793,24692,1.0
18725,12381,0.70929325
16155,24225,0.35788086
11172,12102,0.64892024
19438,14564,0.5258777
21910,16329,0.5258777
23665,23029,0.8927088
10755,19312,0.34246215
12746,22536,0.5258777
22964,10714,0.5258777
14761,19386,0.70929325
22606,22606,0.5258777
12398,14109,0.8927088
10306,16835,0.23090291
21136,11686,0.27535564
13088,10445,0.70929325
10658,11130,0.21766952
11660,15442,0.36864293
11309,23481,0.28735524
14618,13873,0.70929325
11961,11084,1.0
12892,10800,0.41832173
21881,14584,0.70929325
16262,13687,0.70929325
17061,14724,0.23569964
12464,13512,0.8261133
13477,10392,0.5916132
11653,12147,0.23884983
10021,10476,0.70929325
17403,23813,0.70929325
15094,19834,0.70929325
10299,20687,0.70929325
15816,14222,0.70929325
12984,13437,0.8927088
13507,13609,0.30131888
16701,21593,0.70929325
11444,24832,0.14603025
10780,10452,0.70929325
14869,11358,0.8927088
11120,10203,0.8927088
22334,17794,0.8927088
18725,11410,0.25108844
15651,13095,0.70929325
10546,18632,0.16942492
17823,16625,0.71034956
10388,12607,0.70929325
13204,10843,0.70929325
10448,14022,0.70929325
19491,19511,0.70929325
13631,17768,0.43225193
13547,11959,0.505534
10045,10944,0.8927088
10659,14515,0.70796686
23388,14206,0.70929325
11990,13994,0.40778446
11480,13090,0.21425511
14956,14252,0.8927088
21634,20718,0.8927088
12044,11459,0.70929325
17486,22492,0.8927088
10350,10640,0.766001
19097,12737,0.105240025
15043,23696,0.8927088
12752,13176,0.70929325
17710,17144,0.70929325
18181,20142,0.70929325
18661,10108,0.25108844
14753,19076,0.70929325
11495,15599,0.20552123
18259,18259,0.5258777
16413,14388,0.8927088
13434,10005,0.70929325
22957,15178,0.70929325
10953,10701,0.70929325
18443,10426,0.70929325
11648,11897,0.70929325
21593,11214,0.70929325
11617,11617,0.5258777
16497,10419,0.8927088
15228,11020,0.70929325
14276,15355,0.70929325
10654,12652,0.70929325
10160,15884,0.70929325
15862,10287,0.70929325
19453,23521,0.70929325
11475,11788,0.82848495
10605,10605,0.5258777
17906,17906,0.5258777
11593,13357,0.70929325
16838,11695,0.8927088
13003,14179,0.25406164
13521,12044,0.70929325
15537,19347,0.70929325
10951,20208,0.5258777
11428,17903,0.70929325
10455,10472,0.70929325
18996,23374,0.8927088
12852,23810,0.55821806
10296,15740,0.2599097
10774,11733,0.70929325
13162,23153,0.70929325
10415,12621,0.8927088
18391,11178,0.8927088
10835,10421,0.70929325
11529,14563,0.24041097
22011,14976,0.8927088
18373,12304,0.70929325
11085,19943,0.1964892
16381,14000,0.70929325
10246,10297,0.70929325
14143,10956,0.70929325
11673,23521,0.49084583
10594,17813,0.70929325
11796,23419,0.8927088
10119,11893,0.43895134
13286,13286,0.5258777
11480,14560,0.22765608
13221,19552,0.8927088
18910,15942,0.70929325
22007,14077,0.70929325
13927,14682,0.33166015
12640,13453,0.70929325
20975,13297,0.70929325
10943,15336,0.70929325
13577,12722,0.70929325
11068,10776,0.74856704
21979,16670,0.8927088
11552,24838,0.23090291
17090,10112,0.70929325
12719,19994,0.34246215
22796,11153,0.70929325
12341,12334,0.2495892
10075,12939,0.5156264
22500,15649,0.8927088
10306,15887,0.27261353
10789,11444,0.47657254
10697,10800,0.9419438
10573,10348,0.70929325
14699,11160,0.70929325
15599,21861,0.8927088
20408,20408,0.5258777
21333,11033,0.70929325
14944,10693,0.70929325
18269,10627,0.70929325
19666,17037,0.8927088
11779,14789,0.8927088
11051,19840,0.8927088
10678,13028,0.40277588
13798,15330,0.70929325
10844,10882,1.0
14357,10287,0.70929325
16307,22688,0.70929325
11494,23173,0.8927088
10604,16132,0.8927088
11168,24346,0.8927088
23657,11293,0.34246215
10121,10121,0.8927088
11978,12847,0.70929325
12854,13053,0.105240025
12278,12043,0.6485876
13571,14177,0.23251149
13153,12597,0.18522738
10634,12942,0.7739946
11406,15228,0.24656503
11306,16197,0.17346488
11904,11207,0.8927088
16827,10352,0.8927088
14372,17739,0.8927088
16657,11547,0.5258777
14235,15951,0.3037804
13564,10496,0.9843766
17503,10896,0.70929325
10907,17189,0.70929325
16311,12366,1.0
12021,13362,0.70929325
13293,19062,0.70929325
11329,12529,0.70929325
10377,16933,0.8927088
14658,14485,0.70929325
10703,13185,0.8927088
10148,24401,0.8927088
12652,13205,0.6840465
15941,14117,0.70929325
16840,11396,0.70929325
10272,11111,0.105240025
10300,11913,0.70929325
15467,12167,0.70929325
13911,10856,0.43599474
19447,17586,0.70929325
17040,11493,0.70929325
12131,11547,0.70929325
15038,16891,0.70929325
11352,18200,0.70929325
10330,24135,0.70929325
21104,15483,0.22104043
18906,24731,0.70929325
12719,15497,0.70929325
11200,16260,0.19278826
